ID,Path,Label
0709_01.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_01.png,0
0709_02.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_02.png,0
0709_03.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_03.png,0
0709_04.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_04.png,0
0709_05.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_05.png,0
0709_06.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_06.png,0
0709_07.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_07.png,0
0709_08.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_08.png,0
0709_09.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_09.png,0
0709_10.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_10.png,0
0709_11.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_11.png,0
0709_12.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_12.png,0
0709_13.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_13.png,0
0709_14.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_14.png,0
0709_15.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_15.png,0
0709_16.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_16.png,0
0709_17.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_17.png,0
0709_18.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_18.png,0
0709_19.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_19.png,0
0709_20.png,Data/images_background/Alphabet_of_the_Magi/character01/0709_20.png,0
0710_01.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_01.png,1
0710_02.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_02.png,1
0710_03.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_03.png,1
0710_04.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_04.png,1
0710_05.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_05.png,1
0710_06.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_06.png,1
0710_07.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_07.png,1
0710_08.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_08.png,1
0710_09.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_09.png,1
0710_10.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_10.png,1
0710_11.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_11.png,1
0710_12.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_12.png,1
0710_13.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_13.png,1
0710_14.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_14.png,1
0710_15.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_15.png,1
0710_16.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_16.png,1
0710_17.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_17.png,1
0710_18.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_18.png,1
0710_19.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_19.png,1
0710_20.png,Data/images_background/Alphabet_of_the_Magi/character02/0710_20.png,1
0711_01.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_01.png,2
0711_02.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_02.png,2
0711_03.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_03.png,2
0711_04.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_04.png,2
0711_05.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_05.png,2
0711_06.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_06.png,2
0711_07.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_07.png,2
0711_08.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_08.png,2
0711_09.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_09.png,2
0711_10.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_10.png,2
0711_11.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_11.png,2
0711_12.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_12.png,2
0711_13.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_13.png,2
0711_14.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_14.png,2
0711_15.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_15.png,2
0711_16.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_16.png,2
0711_17.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_17.png,2
0711_18.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_18.png,2
0711_19.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_19.png,2
0711_20.png,Data/images_background/Alphabet_of_the_Magi/character03/0711_20.png,2
0712_01.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_01.png,3
0712_02.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_02.png,3
0712_03.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_03.png,3
0712_04.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_04.png,3
0712_05.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_05.png,3
0712_06.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_06.png,3
0712_07.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_07.png,3
0712_08.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_08.png,3
0712_09.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_09.png,3
0712_10.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_10.png,3
0712_11.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_11.png,3
0712_12.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_12.png,3
0712_13.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_13.png,3
0712_14.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_14.png,3
0712_15.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_15.png,3
0712_16.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_16.png,3
0712_17.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_17.png,3
0712_18.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_18.png,3
0712_19.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_19.png,3
0712_20.png,Data/images_background/Alphabet_of_the_Magi/character04/0712_20.png,3
0713_01.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_01.png,4
0713_02.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_02.png,4
0713_03.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_03.png,4
0713_04.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_04.png,4
0713_05.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_05.png,4
0713_06.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_06.png,4
0713_07.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_07.png,4
0713_08.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_08.png,4
0713_09.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_09.png,4
0713_10.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_10.png,4
0713_11.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_11.png,4
0713_12.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_12.png,4
0713_13.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_13.png,4
0713_14.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_14.png,4
0713_15.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_15.png,4
0713_16.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_16.png,4
0713_17.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_17.png,4
0713_18.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_18.png,4
0713_19.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_19.png,4
0713_20.png,Data/images_background/Alphabet_of_the_Magi/character05/0713_20.png,4
0714_01.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_01.png,5
0714_02.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_02.png,5
0714_03.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_03.png,5
0714_04.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_04.png,5
0714_05.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_05.png,5
0714_06.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_06.png,5
0714_07.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_07.png,5
0714_08.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_08.png,5
0714_09.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_09.png,5
0714_10.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_10.png,5
0714_11.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_11.png,5
0714_12.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_12.png,5
0714_13.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_13.png,5
0714_14.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_14.png,5
0714_15.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_15.png,5
0714_16.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_16.png,5
0714_17.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_17.png,5
0714_18.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_18.png,5
0714_19.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_19.png,5
0714_20.png,Data/images_background/Alphabet_of_the_Magi/character06/0714_20.png,5
0715_01.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_01.png,6
0715_02.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_02.png,6
0715_03.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_03.png,6
0715_04.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_04.png,6
0715_05.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_05.png,6
0715_06.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_06.png,6
0715_07.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_07.png,6
0715_08.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_08.png,6
0715_09.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_09.png,6
0715_10.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_10.png,6
0715_11.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_11.png,6
0715_12.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_12.png,6
0715_13.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_13.png,6
0715_14.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_14.png,6
0715_15.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_15.png,6
0715_16.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_16.png,6
0715_17.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_17.png,6
0715_18.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_18.png,6
0715_19.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_19.png,6
0715_20.png,Data/images_background/Alphabet_of_the_Magi/character07/0715_20.png,6
0716_01.png,Data/images_background/Alphabet_of_the_Magi/character08/0716_01.png,7
0716_02.png,Data/images_background/Alphabet_of_the_Magi/character08/0716_02.png,7
0716_03.png,Data/images_background/Alphabet_of_the_Magi/character08/0716_03.png,7
